@r1.2|NC_014152.1-2520,NC_014152.1
@r2.2|NC_014152.1-6002,NC_014152.1
@r3.2|NC_014152.1-9983,NC_014152.1
@r4.2|NC_014152.1-10689,NC_014152.1
@r5.2|NC_014152.1-9951,NC_014152.1
@r6.2|NC_014152.1-852,NC_014152.1
@r7.2|NC_014152.1-11061,NC_014152.1
@r8.2|NC_014152.1-9041,NC_014152.1
@r9.2|NC_014152.1-4179,NC_014152.1
@r10.2|NC_014152.1-5083,NC_014152.1
@r11.2|NC_014152.1-10793,NC_014152.1
@r12.2|NC_014152.1-5956,NC_014152.1
@r13.2|NC_014152.1-2562,NC_014152.1
@r14.2|NC_014152.1-2908,NC_014152.1
@r1.2|NC_017150.1-411,NC_017150.1
@r2.2|NC_017150.1-4689,NC_017150.1
@r3.2|NC_017150.1-5057,NC_017150.1
@r4.2|NC_017150.1-4786,NC_017150.1
@r5.2|NC_017150.1-1071,NC_017150.1
@r6.2|NC_017150.1-7658,NC_017150.1
@r7.2|NC_017150.1-3959,NC_017150.1
@r8.2|NC_017150.1-295,NC_017150.1
@r9.2|NC_017150.1-6395,NC_017150.1
@r10.2|NC_017150.1-5536,NC_017150.1
@r11.2|NC_017150.1-7183,NC_017150.1
@r12.2|NC_017150.1-7245,NC_017150.1
@r13.2|NC_017150.1-4702,NC_017150.1
@r14.2|NC_017150.1-6920,NC_017150.1
@r15.2|NC_017150.1-3097,NC_017150.1
@r1.2|NC_013124.1-2732,NC_013124.1
@r2.2|NC_013124.1-1061,NC_013124.1
@r3.2|NC_013124.1-7100,NC_013124.1
@r4.2|NC_013124.1-3844,NC_013124.1
@r5.2|NC_013124.1-831,NC_013124.1
@r6.2|NC_013124.1-5337,NC_013124.1
@r7.2|NC_013124.1-4557,NC_013124.1
@r8.2|NC_013124.1-2066,NC_013124.1
@r9.2|NC_013124.1-6077,NC_013124.1
@r10.2|NC_013124.1-1278,NC_013124.1
@r11.2|NC_013124.1-3280,NC_013124.1
@r12.2|NC_013124.1-4695,NC_013124.1
@r13.2|NC_013124.1-752,NC_013124.1
@r14.2|NC_013124.1-6822,NC_013124.1
@r15.2|NC_013124.1-5603,NC_013124.1
@r16.2|NC_013124.1-3725,NC_013124.1
@r17.2|NC_013124.1-4225,NC_013124.1
@r18.2|NC_013124.1-2221,NC_013124.1
@r19.2|NC_013124.1-5008,NC_013124.1
@r20.2|NC_013124.1-1724,NC_013124.1
@r21.2|NC_013124.1-4371,NC_013124.1
@r22.2|NC_013124.1-1328,NC_013124.1
@r23.2|NC_013124.1-3915,NC_013124.1
@r24.2|NC_013124.1-1765,NC_013124.1
@r25.2|NC_013124.1-3712,NC_013124.1
@r26.2|NC_013124.1-1624,NC_013124.1
@r27.2|NC_013124.1-6904,NC_013124.1
@r28.2|NC_013124.1-2741,NC_013124.1
@r29.2|NC_013124.1-3627,NC_013124.1
@r30.2|NC_013124.1-1521,NC_013124.1
@r31.2|NC_013124.1-5477,NC_013124.1
@r32.2|NC_013124.1-247,NC_013124.1
@r33.2|NC_013124.1-6111,NC_013124.1
@r34.2|NC_013124.1-4693,NC_013124.1
@r35.2|NC_013124.1-4530,NC_013124.1
@r36.2|NC_013124.1-3586,NC_013124.1
@r37.2|NC_013124.1-5228,NC_013124.1
@r38.2|NC_013124.1-345,NC_013124.1
@r39.2|NC_013124.1-5983,NC_013124.1
@r40.2|NC_013124.1-146,NC_013124.1
@r41.2|NC_013124.1-6070,NC_013124.1
@r42.2|NC_013124.1-1003,NC_013124.1
@r43.2|NC_013124.1-2458,NC_013124.1
@r44.2|NC_013124.1-6955,NC_013124.1
@r45.2|NC_013124.1-6867,NC_013124.1
@r46.2|NC_013124.1-6265,NC_013124.1
@r47.2|NC_013124.1-1636,NC_013124.1
@r48.2|NC_013124.1-5821,NC_013124.1
@r49.2|NC_013124.1-3612,NC_013124.1
@r50.2|NC_013124.1-5889,NC_013124.1
@r51.2|NC_013124.1-2151,NC_013124.1
@r52.2|NC_013124.1-639,NC_013124.1
@r53.2|NC_013124.1-2650,NC_013124.1
@r54.2|NC_013124.1-4815,NC_013124.1
@r55.2|NC_013124.1-5082,NC_013124.1
@r56.2|NC_013124.1-814,NC_013124.1
@r57.2|NC_013124.1-1899,NC_013124.1
@r58.2|NC_013124.1-4896,NC_013124.1
@r59.2|NC_013124.1-6398,NC_013124.1
@r60.2|NC_013124.1-5914,NC_013124.1
@r61.2|NC_013124.1-702,NC_013124.1
@r62.2|NC_013124.1-817,NC_013124.1
@r63.2|NC_013124.1-853,NC_013124.1
@r64.2|NC_013124.1-748,NC_013124.1
@r65.2|NC_013124.1-4824,NC_013124.1
@r66.2|NC_013124.1-1710,NC_013124.1
@r67.2|NC_013124.1-2229,NC_013124.1
@r68.2|NC_013124.1-883,NC_013124.1
@r69.2|NC_013124.1-1262,NC_013124.1
@r70.2|NC_013124.1-2344,NC_013124.1
@r71.2|NC_013124.1-5894,NC_013124.1
@r72.2|NC_013124.1-3051,NC_013124.1
@r73.2|NC_013124.1-315,NC_013124.1
@r74.2|NC_013124.1-418,NC_013124.1
@r75.2|NC_013124.1-5270,NC_013124.1
@r76.2|NC_013124.1-2017,NC_013124.1
@r77.2|NC_013124.1-1132,NC_013124.1
@r78.2|NC_013124.1-5492,NC_013124.1
@r79.2|NC_013124.1-6517,NC_013124.1
@r80.2|NC_013124.1-4549,NC_013124.1
@r81.2|NC_013124.1-363,NC_013124.1
@r82.2|NC_013124.1-3023,NC_013124.1
@r83.2|NC_013124.1-4972,NC_013124.1
@r84.2|NC_013124.1-2670,NC_013124.1
@r85.2|NC_013124.1-5407,NC_013124.1
@r86.2|NC_013124.1-5047,NC_013124.1
@r87.2|NC_013124.1-428,NC_013124.1
@r88.2|NC_013124.1-3661,NC_013124.1
@r89.2|NC_013124.1-4014,NC_013124.1
@r90.2|NC_013124.1-1720,NC_013124.1
@r91.2|NC_013124.1-1300,NC_013124.1
@r92.2|NC_013124.1-5708,NC_013124.1
@r93.2|NC_013124.1-108,NC_013124.1
@r94.2|NC_013124.1-2967,NC_013124.1
@r95.2|NC_013124.1-6379,NC_013124.1
@r96.2|NC_013124.1-6433,NC_013124.1
@r97.2|NC_013124.1-331,NC_013124.1
@r98.2|NC_013124.1-2927,NC_013124.1
@r99.2|NC_013124.1-3866,NC_013124.1
@r100.2|NC_013124.1-4316,NC_013124.1
@r101.2|NC_013124.1-1825,NC_013124.1
@r102.2|NC_013124.1-1918,NC_013124.1
@r103.2|NC_013124.1-872,NC_013124.1
@r104.2|NC_013124.1-2314,NC_013124.1
@r105.2|NC_013124.1-1474,NC_013124.1
@r106.2|NC_013124.1-6703,NC_013124.1
@r107.2|NC_013124.1-4007,NC_013124.1
@r108.2|NC_013124.1-1555,NC_013124.1
@r109.2|NC_013124.1-4733,NC_013124.1
@r110.2|NC_013124.1-3225,NC_013124.1
@r111.2|NC_013124.1-1172,NC_013124.1
@r112.2|NC_013124.1-2106,NC_013124.1
@r113.2|NC_013124.1-5254,NC_013124.1
@r114.2|NC_013124.1-4652,NC_013124.1
@r115.2|NC_013124.1-610,NC_013124.1
@r116.2|NC_013124.1-157,NC_013124.1
@r117.2|NC_013124.1-5958,NC_013124.1
@r118.2|NC_013124.1-6274,NC_013124.1
@r119.2|NC_013124.1-2677,NC_013124.1
@r120.2|NC_013124.1-5032,NC_013124.1
@r121.2|NC_013124.1-3443,NC_013124.1
@r122.2|NC_013124.1-154,NC_013124.1
@r123.2|NC_013124.1-417,NC_013124.1
@r124.2|NC_013124.1-2442,NC_013124.1
@r125.2|NC_013124.1-4997,NC_013124.1
@r126.2|NC_013124.1-5368,NC_013124.1
@r127.2|NC_013124.1-7050,NC_013124.1
@r128.2|NC_013124.1-466,NC_013124.1
