@r1.1|NC_014152.1-845,NC_014152.1
@r2.1|NC_014152.1-8312,NC_014152.1
@r3.1|NC_014152.1-9603,NC_014152.1
@r4.1|NC_014152.1-6576,NC_014152.1
@r5.1|NC_014152.1-8774,NC_014152.1
@r6.1|NC_014152.1-9397,NC_014152.1
@r7.1|NC_014152.1-3149,NC_014152.1
@r8.1|NC_014152.1-7701,NC_014152.1
@r9.1|NC_014152.1-11283,NC_014152.1
@r10.1|NC_014152.1-3439,NC_014152.1
@r11.1|NC_014152.1-1010,NC_014152.1
@r12.1|NC_014152.1-10384,NC_014152.1
@r13.1|NC_014152.1-10921,NC_014152.1
@r14.1|NC_014152.1-11287,NC_014152.1
@r15.1|NC_014152.1-630,NC_014152.1
@r16.1|NC_014152.1-1856,NC_014152.1
@r17.1|NC_014152.1-4969,NC_014152.1
@r18.1|NC_014152.1-11783,NC_014152.1
@r19.1|NC_014152.1-6735,NC_014152.1
@r20.1|NC_014152.1-6380,NC_014152.1
@r21.1|NC_014152.1-4597,NC_014152.1
@r22.1|NC_014152.1-4296,NC_014152.1
@r23.1|NC_014152.1-210,NC_014152.1
@r24.1|NC_014152.1-4646,NC_014152.1
@r25.1|NC_014152.1-2034,NC_014152.1
@r26.1|NC_014152.1-3384,NC_014152.1
@r27.1|NC_014152.1-7429,NC_014152.1
@r28.1|NC_014152.1-9912,NC_014152.1
@r29.1|NC_014152.1-1450,NC_014152.1
@r30.1|NC_014152.1-10811,NC_014152.1
@r31.1|NC_014152.1-707,NC_014152.1
@r32.1|NC_014152.1-9422,NC_014152.1
@r33.1|NC_014152.1-4357,NC_014152.1
@r34.1|NC_014152.1-3441,NC_014152.1
@r35.1|NC_014152.1-6999,NC_014152.1
@r36.1|NC_014152.1-6984,NC_014152.1
@r37.1|NC_014152.1-8028,NC_014152.1
@r38.1|NC_014152.1-5887,NC_014152.1
@r39.1|NC_014152.1-2019,NC_014152.1
@r1.1|NC_017150.1-4297,NC_017150.1
@r2.1|NC_017150.1-6725,NC_017150.1
@r3.1|NC_017150.1-5147,NC_017150.1
@r4.1|NC_017150.1-10028,NC_017150.1
@r1.1|NC_013124.1-7062,NC_013124.1
@r2.1|NC_013124.1-3540,NC_013124.1
@r3.1|NC_013124.1-4830,NC_013124.1
@r4.1|NC_013124.1-6293,NC_013124.1
@r5.1|NC_013124.1-5610,NC_013124.1
@r6.1|NC_013124.1-5753,NC_013124.1
@r7.1|NC_013124.1-1341,NC_013124.1
@r8.1|NC_013124.1-3561,NC_013124.1
@r9.1|NC_013124.1-5014,NC_013124.1
@r10.1|NC_013124.1-1565,NC_013124.1
@r11.1|NC_013124.1-706,NC_013124.1
@r12.1|NC_013124.1-6067,NC_013124.1
@r13.1|NC_013124.1-4964,NC_013124.1
@r14.1|NC_013124.1-700,NC_013124.1
@r15.1|NC_013124.1-667,NC_013124.1
@r16.1|NC_013124.1-6929,NC_013124.1
@r17.1|NC_013124.1-2674,NC_013124.1
@r18.1|NC_013124.1-6495,NC_013124.1
@r19.1|NC_013124.1-3574,NC_013124.1
@r20.1|NC_013124.1-1379,NC_013124.1
@r21.1|NC_013124.1-3594,NC_013124.1
@r22.1|NC_013124.1-4912,NC_013124.1
@r23.1|NC_013124.1-6488,NC_013124.1
@r24.1|NC_013124.1-2612,NC_013124.1
@r25.1|NC_013124.1-6256,NC_013124.1
@r26.1|NC_013124.1-6765,NC_013124.1
@r27.1|NC_013124.1-5438,NC_013124.1
@r28.1|NC_013124.1-1076,NC_013124.1
@r29.1|NC_013124.1-2834,NC_013124.1
@r30.1|NC_013124.1-233,NC_013124.1
@r31.1|NC_013124.1-5365,NC_013124.1
@r32.1|NC_013124.1-4743,NC_013124.1
@r33.1|NC_013124.1-1853,NC_013124.1
@r34.1|NC_013124.1-2575,NC_013124.1
@r35.1|NC_013124.1-2617,NC_013124.1
@r36.1|NC_013124.1-3443,NC_013124.1
@r37.1|NC_013124.1-6190,NC_013124.1
@r38.1|NC_013124.1-1622,NC_013124.1
@r39.1|NC_013124.1-3742,NC_013124.1
@r40.1|NC_013124.1-309,NC_013124.1
@r41.1|NC_013124.1-5030,NC_013124.1
@r42.1|NC_013124.1-3503,NC_013124.1
@r43.1|NC_013124.1-2588,NC_013124.1
@r44.1|NC_013124.1-3909,NC_013124.1
@r45.1|NC_013124.1-388,NC_013124.1
@r46.1|NC_013124.1-3150,NC_013124.1
@r47.1|NC_013124.1-5900,NC_013124.1
@r48.1|NC_013124.1-5619,NC_013124.1
@r49.1|NC_013124.1-6971,NC_013124.1
@r50.1|NC_013124.1-6835,NC_013124.1
@r51.1|NC_013124.1-1113,NC_013124.1
@r52.1|NC_013124.1-5260,NC_013124.1
@r53.1|NC_013124.1-2906,NC_013124.1
@r54.1|NC_013124.1-3583,NC_013124.1
@r55.1|NC_013124.1-1967,NC_013124.1
@r56.1|NC_013124.1-6413,NC_013124.1
@r57.1|NC_013124.1-4606,NC_013124.1
@r58.1|NC_013124.1-3525,NC_013124.1
@r59.1|NC_013124.1-5583,NC_013124.1
